hour,time,de_emsys_wind_onoff_da [in MW],de_emsys_wind_onoff_id [in MW],de_emsys_pv_da [in MW],de_emsys_pv_id [in MW],da h [in EUR/MWh],id_qh_p  [in EUR/MWh],id_h_p  [in EUR/MWh],rebap  [in EUR/MWh]
4,2022-01-28 04:30,41593.00,38561.00,0.00,0.00,100.70,101.73,97.77,259.63
4,2022-01-28 04:45,41410.00,38323.00,0.00,0.00,100.70,116.65,97.77,210.88
5,2022-01-28 05:00,41299.00,38262.00,0.00,0.00,100.69,102.47,108.69,-11.08
5,2022-01-28 05:15,41031.00,38114.00,0.00,0.00,100.69,105.81,108.69,14.36
5,2022-01-28 05:30,40832.00,38032.00,0.00,0.00,100.69,112.16,108.69,247.33
5,2022-01-28 05:45,40555.00,37331.00,0.00,0.00,100.69,112.17,108.69,222.56
6,2022-01-28 06:00,41418.00,38118.00,0.00,0.00,121.69,108.79,130.69,-41.74
6,2022-01-28 06:15,41122.00,37348.00,0.00,0.00,121.69,142.35,130.69,325.71
6,2022-01-28 06:30,40750.00,37719.00,0.00,0.00,121.69,170.38,130.69,465.33
6,2022-01-28 06:45,40380.00,36882.00,0.00,0.00,121.69,200.18,130.69,369.89
7,2022-01-28 07:00,40006.00,36152.00,0.00,0.00,175.29,183.58,206.53,-106.58
7,2022-01-28 07:15,39502.00,35539.00,0.00,0.00,175.29,233.90,206.53,418.46
7,2022-01-28 07:30,38977.00,35246.00,0.00,0.00,175.29,248.40,206.53,432.36
7,2022-01-28 07:45,38474.00,34771.00,7.00,10.00,175.29,257.81,206.53,415.46
8,2022-01-28 08:00,37887.00,34374.00,86.00,107.00,186.17,239.83,225.58,329.52
8,2022-01-28 08:15,37179.00,33594.00,401.00,480.00,186.17,258.53,225.58,363.31
8,2022-01-28 08:30,36463.00,32843.00,1029.00,1038.00,186.17,260.92,225.58,25.34
8,2022-01-28 08:45,35734.00,32411.00,1849.00,1751.00,186.17,238.77,225.58,305.56
9,2022-01-28 09:00,35568.00,31929.00,2712.00,2510.00,198.05,231.91,231.73,270.81
9,2022-01-28 09:15,34656.00,31449.00,3568.00,3217.00,198.05,225.87,231.73,241.88
9,2022-01-28 09:30,33737.00,30688.00,4412.00,3999.00,198.05,232.24,231.73,-92.93
9,2022-01-28 09:45,32832.00,30097.00,5263.00,4806.00,198.05,218.84,231.73,70.02
10,2022-01-28 10:00,31917.00,29763.00,6131.00,5952.00,190.92,220.78,216.15,129.70
10,2022-01-28 10:15,31260.00,29553.00,6998.00,6956.00,190.92,194.26,216.15,102.36
10,2022-01-28 10:30,30504.00,29224.00,7757.00,7850.00,190.92,166.63,216.15,98.34
10,2022-01-28 10:45,29825.00,28751.00,8381.00,8542.00,190.92,164.85,216.15,92.02
11,2022-01-28 11:00,29134.00,27689.00,8941.00,9250.00,220.07,189.72,208.57,639.95
11,2022-01-28 11:15,28750.00,26652.00,9455.00,9785.00,220.07,200.93,208.57,538.29
11,2022-01-28 11:30,28358.00,25565.00,9812.00,10243.00,220.07,229.11,208.57,430.57
11,2022-01-28 11:45,27871.00,24916.00,9991.00,10659.00,220.07,224.40,208.57,387.70
12,2022-01-28 12:00,27432.00,24344.00,10087.00,10909.00,214.74,228.18,211.41,91.35
12,2022-01-28 12:15,26804.00,23980.00,10126.00,10858.00,214.74,202.59,211.41,91.35
12,2022-01-28 12:30,26172.00,23698.00,10083.00,10920.00,214.74,215.50,211.41,150.96
12,2022-01-28 12:45,25537.00,23157.00,9946.00,11072.00,214.74,196.58,211.41,58.59
13,2022-01-28 13:00,24886.00,22811.00,9763.00,10754.00,231.60,176.26,205.47,65.93
13,2022-01-28 13:15,24346.00,22578.00,9514.00,10406.00,231.60,166.30,205.47,57.18
13,2022-01-28 13:30,23795.00,22287.00,9173.00,9900.00,231.60,180.76,205.47,71.34
13,2022-01-28 13:45,23234.00,21969.00,8738.00,9813.00,231.60,181.41,205.47,83.46
14,2022-01-28 14:00,22670.00,21633.00,8238.00,9382.00,233.67,142.01,199.67,-38.35
14,2022-01-28 14:15,22083.00,21329.00,7681.00,8541.00,233.67,167.69,199.67,56.24
14,2022-01-28 14:30,21474.00,20424.00,7011.00,7700.00,233.67,191.75,199.67,84.69
14,2022-01-28 14:45,20861.00,20274.00,6238.00,6730.00,233.67,219.41,199.67,70.54
15,2022-01-28 15:00,20217.00,20084.00,5434.00,6013.00,237.08,157.19,212.01,-248.52
15,2022-01-28 15:15,19660.00,19655.00,4629.00,5050.00,237.08,181.07,212.01,-73.53
15,2022-01-28 15:30,19072.00,19136.00,3789.00,4065.00,237.08,200.30,212.01,320.62
15,2022-01-28 15:45,18495.00,18273.00,2904.00,2965.00,237.08,226.01,212.01,347.00
16,2022-01-28 16:00,17887.00,17593.00,1999.00,1982.00,237.92,195.07,221.57,134.79
16,2022-01-28 16:15,17929.00,17434.00,1133.00,1113.00,237.92,217.36,221.57,94.69
16,2022-01-28 16:30,17969.00,17402.00,500.00,460.00,237.92,254.66,221.57,114.41
16,2022-01-28 16:45,18004.00,17076.00,148.00,149.00,237.92,260.88,221.57,114.41
17,2022-01-28 17:00,18036.00,17054.00,20.00,22.00,260.00,220.95,255.61,60.29
17,2022-01-28 17:15,18382.00,17369.00,0.00,0.00,260.00,232.28,255.61,92.38
17,2022-01-28 17:30,18725.00,17618.00,0.00,0.00,260.00,251.79,255.61,385.55
17,2022-01-28 17:45,19068.00,17654.00,0.00,0.00,260.00,253.17,255.61,134.83
18,2022-01-28 18:00,19405.00,17943.00,0.00,0.00,255.60,277.14,242.81,114.41
18,2022-01-28 18:15,19653.00,18460.00,0.00,0.00,255.60,240.53,242.81,85.26
18,2022-01-28 18:30,19920.00,19053.00,0.00,0.00,255.60,213.10,242.81,61.12
18,2022-01-28 18:45,20173.00,19597.00,0.00,0.00,255.60,203.76,242.81,51.82
19,2022-01-28 19:00,20426.00,20194.00,0.00,0.00,222.37,225.16,202.89,90.27
19,2022-01-28 19:15,20677.00,20736.00,0.00,0.00,222.37,184.66,202.89,76.81
19,2022-01-28 19:30,20823.00,21143.00,0.00,0.00,222.37,166.21,202.89,68.44
19,2022-01-28 19:45,21005.00,21008.00,0.00,0.00,222.37,155.11,202.89,-58.88
20,2022-01-28 20:00,21178.00,20956.00,0.00,0.00,222.74,219.25,189.15,317.79
20,2022-01-28 20:15,21410.00,21606.00,0.00,0.00,222.74,190.46,189.15,-14.61
20,2022-01-28 20:30,21644.00,22144.00,0.00,0.00,222.74,151.37,189.15,13.32
20,2022-01-28 20:45,21870.00,22735.00,0.00,0.00,222.74,130.05,189.15,31.69
21,2022-01-28 21:00,22103.00,23043.00,0.00,0.00,177.80,203.89,164.45,144.38
21,2022-01-28 21:15,22422.00,23792.00,0.00,0.00,177.80,158.51,164.45,-22.80
21,2022-01-28 21:30,22742.00,24373.00,0.00,0.00,177.80,135.70,164.45,-41.02
21,2022-01-28 21:45,23075.00,24779.00,0.00,0.00,177.80,104.07,164.45,-2.06
22,2022-01-28 22:00,23049.00,24733.00,0.00,0.00,148.98,169.79,145.16,-22.35
22,2022-01-28 22:15,23420.00,25589.00,0.00,0.00,148.98,143.35,145.16,58.11
22,2022-01-28 22:30,23787.00,25867.00,0.00,0.00,148.98,119.86,145.16,39.55
22,2022-01-28 22:45,24143.00,26298.00,0.00,0.00,148.98,99.97,145.16,10.68
23,2022-01-28 23:00,24499.00,26843.00,0.00,0.00,123.36,141.43,117.36,52.00
23,2022-01-28 23:15,25354.00,27310.00,0.00,0.00,123.36,124.13,117.36,3.03
23,2022-01-28 23:30,25807.00,27657.00,0.00,0.00,123.36,83.75,117.36,103.93
23,2022-01-28 23:45,26256.00,28090.00,0.00,0.00,123.36,66.50,117.36,103.93
0,2022-01-29 00:00,27171.00,28491.00,0.00,0.00,130.25,128.56,103.26,245.72
0,2022-01-29 00:15,27759.00,29039.00,0.00,0.00,130.25,78.93,103.26,252.51
0,2022-01-29 00:30,28318.00,29514.00,0.00,0.00,130.25,77.03,103.26,225.43
0,2022-01-29 00:45,28880.00,29676.00,0.00,0.00,130.25,87.64,103.26,-45.53
1,2022-01-29 01:00,29435.00,30326.00,0.00,0.00,115.01,142.07,107.22,53.41
1,2022-01-29 01:15,29020.00,30724.00,0.00,0.00,115.01,115.67,107.22,2.42
1,2022-01-29 01:30,29482.00,31258.00,0.00,0.00,115.01,80.35,107.22,-77.29
1,2022-01-29 01:45,29894.00,31963.00,0.00,0.00,115.01,72.36,107.22,-16.20
2,2022-01-29 02:00,30289.00,32344.00,0.00,0.00,105.64,101.69,91.54,200.49
2,2022-01-29 02:15,30713.00,32484.00,0.00,0.00,105.64,74.86,91.54,54.83
2,2022-01-29 02:30,31149.00,33081.00,0.00,0.00,105.64,78.42,91.54,-24.28
2,2022-01-29 02:45,31604.00,33642.00,0.00,0.00,105.64,73.52,91.54,-37.10
3,2022-01-29 03:00,32081.00,34115.00,0.00,0.00,77.57,63.55,71.56,25.49
3,2022-01-29 03:15,32559.00,34403.00,0.00,0.00,77.57,62.99,71.56,-18.12
3,2022-01-29 03:30,33084.00,34676.00,0.00,0.00,77.57,48.57,71.56,0.50
3,2022-01-29 03:45,33592.00,34799.00,0.00,0.00,77.57,47.98,71.56,7.65
4,2022-01-29 04:00,34094.00,34942.00,0.00,0.00,43.95,41.81,54.44,-2.04
4,2022-01-29 04:15,34596.00,35414.00,0.00,0.00,43.95,42.52,54.44,6.00
4,2022-01-29 04:30,35096.00,35499.00,0.00,0.00,43.95,43.34,54.44,10.57
4,2022-01-29 04:45,35576.00,35868.00,0.00,0.00,43.95,29.42,54.44,0.44
5,2022-01-29 05:00,35944.00,35980.00,0.00,0.00,79.07,62.95,60.29,234.65
5,2022-01-29 05:15,36339.00,36529.00,0.00,0.00,79.07,59.76,60.29,185.44
5,2022-01-29 05:30,36485.00,37020.00,0.00,0.00,79.07,61.21,60.29,24.20
5,2022-01-29 05:45,36861.00,37447.00,0.00,0.00,79.07,38.14,60.29,36.29
6,2022-01-29 06:00,38012.00,38499.00,0.00,0.00,32.94,20.54,40.39,-1140.23
6,2022-01-29 06:15,38476.00,38418.00,0.00,0.00,32.94,33.06,40.39,-209.18
6,2022-01-29 06:30,38926.00,38373.00,0.00,0.00,32.94,30.64,40.39,0.30
6,2022-01-29 06:45,39344.00,38801.00,0.00,0.00,32.94,39.64,40.39,5.48
7,2022-01-29 07:00,39751.00,39213.00,0.00,0.00,85.64,49.70,62.42,19.19
7,2022-01-29 07:15,40103.00,39938.00,0.00,0.00,85.64,51.35,62.42,-57.09
7,2022-01-29 07:30,40438.00,41371.00,0.00,0.00,85.64,51.99,62.42,200.32
7,2022-01-29 07:45,40765.00,41095.00,5.00,5.00,85.64,56.85,62.42,226.21
8,2022-01-29 08:00,41075.00,40996.00,36.00,42.00,85.18,37.48,62.76,-55.87
8,2022-01-29 08:15,41343.00,41189.00,124.00,143.00,85.18,53.69,62.76,200.50
8,2022-01-29 08:30,41608.00,41468.00,245.00,277.00,85.18,66.80,62.76,-55.19
8,2022-01-29 08:45,41868.00,41958.00,390.00,450.00,85.18,67.97,62.76,219.94
9,2022-01-29 09:00,42124.00,42583.00,553.00,656.00,101.13,81.66,81.07,259.98
9,2022-01-29 09:15,42373.00,42891.00,727.00,849.00,101.13,90.06,81.07,133.57
9,2022-01-29 09:30,42611.00,42761.00,902.00,1060.00,101.13,89.84,81.07,110.04
9,2022-01-29 09:45,42830.00,42937.00,1079.00,1241.00,101.13,97.11,81.07,8.03
10,2022-01-29 10:00,43050.00,43036.00,1256.00,1456.00,88.51,86.49,83.18,49.89
10,2022-01-29 10:15,43262.00,43401.00,1432.00,1698.00,88.51,85.07,83.18,53.17
10,2022-01-29 10:30,43466.00,43519.00,1597.00,1978.00,88.51,82.21,83.18,-81.12
10,2022-01-29 10:45,43370.00,43543.00,1747.00,2156.00,88.51,76.76,83.18,200.54
11,2022-01-29 11:00,43566.00,43940.00,1899.00,2365.00,118.32,100.95,91.50,273.96
11,2022-01-29 11:15,43825.00,44159.00,2049.00,2739.00,118.32,100.39,91.50,259.91
11,2022-01-29 11:30,44083.00,44308.00,2176.00,2908.00,118.32,92.93,91.50,273.65
11,2022-01-29 11:45,44335.00,44580.00,2288.00,3205.00,118.32,98.50,91.50,222.85
12,2022-01-29 12:00,44478.00,44335.00,2411.00,3384.00,101.02,89.32,86.42,199.44
12,2022-01-29 12:15,44590.00,44186.00,2541.00,3503.00,101.02,102.70,86.42,39.27
12,2022-01-29 12:30,44825.00,44305.00,2604.00,3926.00,101.02,92.56,86.42,46.32
12,2022-01-29 12:45,44905.00,44562.00,2598.00,4166.00,101.02,77.39,86.42,-364.02
13,2022-01-29 13:00,45118.00,44713.00,2598.00,4107.00,85.64,80.50,79.90,-127.65
13,2022-01-29 13:15,45345.00,44659.00,2601.00,4344.00,85.64,53.11,79.90,142.99
13,2022-01-29 13:30,45485.00,44187.00,2544.00,4274.00,85.64,42.07,79.90,-21.25
13,2022-01-29 13:45,45629.00,44092.00,2427.00,4070.00,85.64,38.91,79.90,0.64
14,2022-01-29 14:00,45775.00,45126.00,2311.00,3667.00,105.59,55.27,73.65,25.78
14,2022-01-29 14:15,45836.00,44825.00,2194.00,3524.00,105.59,69.66,73.65,43.76
14,2022-01-29 14:30,45879.00,44263.00,2026.00,3112.00,105.59,69.29,73.65,50.58
14,2022-01-29 14:45,45870.00,44415.00,1795.00,2722.00,105.59,52.21,73.65,223.93
15,2022-01-29 15:00,45883.00,44386.00,1554.00,2380.00,100.01,57.07,74.18,36.21
15,2022-01-29 15:15,45929.00,43990.00,1314.00,1928.00,100.01,67.28,74.18,188.38
15,2022-01-29 15:30,45980.00,44295.00,1073.00,1509.00,100.01,73.52,74.18,258.59
15,2022-01-29 15:45,46029.00,44016.00,834.00,1178.00,100.01,66.72,74.18,705.03
16,2022-01-29 16:00,46086.00,43381.00,608.00,821.00,108.14,61.23,83.54,245.40
16,2022-01-29 16:15,46165.00,43248.00,395.00,526.00,108.14,91.16,83.54,30.57
16,2022-01-29 16:30,46186.00,43403.00,209.00,286.00,108.14,108.03,83.54,31.31
16,2022-01-29 16:45,46236.00,44472.00,73.00,105.00,108.14,89.39,83.54,-5.03
17,2022-01-29 17:00,46284.00,44372.00,12.00,16.00,118.75,67.55,81.43,-198.32
17,2022-01-29 17:15,46371.00,44283.00,0.00,0.00,118.75,53.79,81.43,-7507.00
17,2022-01-29 17:30,46462.00,43061.00,0.00,0.00,118.75,68.16,81.43,-4.77
17,2022-01-29 17:45,46554.00,44718.00,0.00,0.00,118.75,68.10,81.43,289.66
18,2022-01-29 18:00,46641.00,44761.00,0.00,0.00,123.02,61.55,66.50,350.84
18,2022-01-29 18:15,46653.00,44749.00,0.00,0.00,123.02,62.16,66.50,265.58
18,2022-01-29 18:30,46533.00,45119.00,0.00,0.00,123.02,61.19,66.50,249.47
18,2022-01-29 18:45,46507.00,45926.00,0.00,0.00,123.02,51.01,66.50,177.12
19,2022-01-29 19:00,46488.00,45476.00,0.00,0.00,101.19,61.72,51.40,0.73
19,2022-01-29 19:15,46383.00,45227.00,0.00,0.00,101.19,29.18,51.40,-10.98
19,2022-01-29 19:30,46279.00,45049.00,0.00,0.00,101.19,20.30,51.40,4.10
19,2022-01-29 19:45,46168.00,44497.00,0.00,0.00,101.19,22.28,51.40,-18.56
20,2022-01-29 20:00,46048.00,43658.00,0.00,0.00,84.47,39.35,27.38,-2.27
20,2022-01-29 20:15,46032.00,43761.00,0.00,0.00,84.47,22.30,27.38,-14.48
20,2022-01-29 20:30,46151.00,44185.00,0.00,0.00,84.47,9.99,27.38,-13.38
20,2022-01-29 20:45,46161.00,44097.00,0.00,0.00,84.47,6.56,27.38,-61.89
21,2022-01-29 21:00,46162.00,44467.00,0.00,0.00,51.62,27.51,16.33,1.30
21,2022-01-29 21:15,45964.00,43944.00,0.00,0.00,51.62,16.18,16.33,-10.05
21,2022-01-29 21:30,45761.00,44231.00,0.00,0.00,51.62,5.62,16.33,-39.23
21,2022-01-29 21:45,45529.00,44035.00,0.00,0.00,51.62,2.52,16.33,-147.86
22,2022-01-29 22:00,44477.00,42001.00,0.00,0.00,88.81,43.96,20.33,257.82
22,2022-01-29 22:15,44352.00,42355.00,0.00,0.00,88.81,20.25,20.33,-27.89
22,2022-01-29 22:30,44216.00,43503.00,0.00,0.00,88.81,19.39,20.33,-6.67
22,2022-01-29 22:45,44090.00,43803.00,0.00,0.00,88.81,12.77,20.33,-92.44
23,2022-01-29 23:00,43956.00,43331.00,0.00,0.00,79.63,43.40,13.25,15.81
23,2022-01-29 23:15,43894.00,42661.00,0.00,0.00,79.63,23.10,13.25,6.21
23,2022-01-29 23:30,43824.00,41881.00,0.00,0.00,79.63,7.47,13.25,-20.20
23,2022-01-29 23:45,43747.00,41693.00,0.00,0.00,79.63,1.08,13.25,-85.80
0,2022-01-30 00:00,42827.00,41907.00,0.00,0.00,2.30,5.15,1.28,-48.33
0,2022-01-30 00:15,42660.00,40476.00,0.00,0.00,2.30,5.63,1.28,-12.54
0,2022-01-30 00:30,42526.00,38830.00,0.00,0.00,2.30,-2.78,1.28,-15.04
0,2022-01-30 00:45,42369.00,39395.00,0.00,0.00,2.30,-6.30,1.28,118.07
1,2022-01-30 01:00,43174.00,38311.00,0.00,0.00,4.49,0.27,0.04,154.98
1,2022-01-30 01:15,42924.00,38660.00,0.00,0.00,4.49,-4.04,0.04,-80.37
1,2022-01-30 01:30,42626.00,38621.00,0.00,0.00,4.49,-3.43,0.04,-51.39
1,2022-01-30 01:45,42353.00,38214.00,0.00,0.00,4.49,8.69,0.04,12.29
2,2022-01-30 02:00,42079.00,38072.00,0.00,0.00,10.08,2.98,3.54,-17.96
2,2022-01-30 02:15,41805.00,38635.00,0.00,0.00,10.08,-1.62,3.54,-15.93
2,2022-01-30 02:30,41054.00,38701.00,0.00,0.00,10.08,0.79,3.54,-12.95
2,2022-01-30 02:45,40816.00,37833.00,0.00,0.00,10.08,0.02,3.54,-10.51
3,2022-01-30 03:00,40594.00,37612.00,0.00,0.00,10.01,6.71,3.07,-9.84
3,2022-01-30 03:15,40347.00,37532.00,0.00,0.00,10.01,-4.27,3.07,-21.91
3,2022-01-30 03:30,40154.00,38286.00,0.00,0.00,10.01,-4.80,3.07,-18.26
3,2022-01-30 03:45,39938.00,38284.00,0.00,0.00,10.01,-2.07,3.07,-105.18
4,2022-01-30 04:00,39756.00,37344.00,0.00,0.00,10.15,-3.55,3.83,231.59
4,2022-01-30 04:15,39720.00,36363.00,0.00,0.00,10.15,-3.77,3.83,171.78
4,2022-01-30 04:30,39665.00,36138.00,0.00,0.00,10.15,3.32,3.83,-3.56
4,2022-01-30 04:45,39683.00,37163.00,0.00,0.00,10.15,2.42,3.83,-21.25
5,2022-01-30 05:00,39662.00,38260.00,0.00,0.00,11.37,9.55,6.15,182.40
5,2022-01-30 05:15,39733.00,37399.00,0.00,0.00,11.37,1.42,6.15,146.36
5,2022-01-30 05:30,39771.00,37779.00,0.00,0.00,11.37,1.88,6.15,-10.01
5,2022-01-30 05:45,39854.00,37559.00,0.00,0.00,11.37,-0.01,6.15,-11.74
6,2022-01-30 06:00,41591.00,38720.00,0.00,0.00,3.73,-2.66,3.34,-110.85
6,2022-01-30 06:15,41757.00,37917.00,0.00,0.00,3.73,-4.50,3.34,126.70
6,2022-01-30 06:30,41947.00,38202.00,0.00,0.00,3.73,-3.17,3.34,153.40
6,2022-01-30 06:45,41205.00,36875.00,0.00,0.00,3.73,3.22,3.34,123.09
7,2022-01-30 07:00,41481.00,37703.00,0.00,0.00,9.95,-4.31,5.22,211.89
7,2022-01-30 07:15,41717.00,37453.00,0.00,0.00,9.95,2.70,5.22,164.11
7,2022-01-30 07:30,41842.00,39033.00,0.00,0.00,9.95,2.93,5.22,119.20
7,2022-01-30 07:45,42044.00,39189.00,22.00,18.00,9.95,10.63,5.22,21.33
8,2022-01-30 08:00,41964.00,39104.00,188.00,155.00,11.09,0.14,6.77,261.70
8,2022-01-30 08:15,42100.00,39025.00,656.00,565.00,11.09,6.07,6.77,210.26
8,2022-01-30 08:30,41959.00,38974.00,1433.00,1252.00,11.09,23.31,6.77,118.17
8,2022-01-30 08:45,42098.00,39702.00,2350.00,2147.00,11.09,23.18,6.77,-7.32
9,2022-01-30 09:00,42202.00,40420.00,3300.00,3000.00,11.98,17.81,10.48,158.90
9,2022-01-30 09:15,42350.00,39973.00,4277.00,3728.00,11.98,13.57,10.48,183.01
9,2022-01-30 09:30,42410.00,40119.00,5250.00,4582.00,11.98,14.31,10.48,27.87
9,2022-01-30 09:45,42446.00,39548.00,6212.00,5392.00,11.98,18.08,10.48,-61.26
10,2022-01-30 10:00,42532.00,39977.00,7146.00,6276.00,11.09,21.40,11.14,-98.38
10,2022-01-30 10:15,42621.00,39770.00,8056.00,7371.00,11.09,16.66,11.14,-66.45
10,2022-01-30 10:30,42762.00,40025.00,8843.00,8210.00,11.09,10.98,11.14,172.68
10,2022-01-30 10:45,42884.00,39778.00,9454.00,9103.00,11.09,9.66,11.14,22.64
11,2022-01-30 11:00,42988.00,39230.00,9959.00,9783.00,11.78,16.09,13.10,-4.71
11,2022-01-30 11:15,43161.00,39228.00,10394.00,10278.00,11.78,23.31,13.10,-1.07
11,2022-01-30 11:30,43474.00,40163.00,10717.00,10302.00,11.78,24.34,13.10,-33.46
11,2022-01-30 11:45,43967.00,40380.00,10913.00,10757.00,11.78,22.33,13.10,-53.62
12,2022-01-30 12:00,44090.00,40740.00,11022.00,10504.00,10.00,20.75,12.33,10.04
12,2022-01-30 12:15,43903.00,40720.00,11063.00,10815.00,10.00,13.20,12.33,-9.22
12,2022-01-30 12:30,43960.00,39881.00,11069.00,10747.00,10.00,9.29,12.33,120.96
12,2022-01-30 12:45,43744.00,39784.00,11059.00,10620.00,10.00,5.72,12.33,-97.76
13,2022-01-30 13:00,43529.00,40112.00,10996.00,10772.00,10.00,12.44,10.81,-9.74
13,2022-01-30 13:15,43114.00,39700.00,10839.00,10474.00,10.00,10.28,10.81,135.69
13,2022-01-30 13:30,42727.00,39259.00,10563.00,9939.00,10.00,16.81,10.81,-46.66
13,2022-01-30 13:45,41940.00,39276.00,10177.00,9769.00,10.00,19.35,10.81,123.30
14,2022-01-30 14:00,41484.00,39034.00,9703.00,9411.00,11.69,9.31,14.75,2.68
14,2022-01-30 14:15,40960.00,38187.00,9127.00,8617.00,11.69,7.06,14.75,-118.86
14,2022-01-30 14:30,40390.00,37842.00,8422.00,8076.00,11.69,11.54,14.75,-141.20
14,2022-01-30 14:45,39848.00,37461.00,7611.00,7030.00,11.69,28.12,14.75,-42.31
15,2022-01-30 15:00,39247.00,37179.00,6739.00,6179.00,14.04,4.39,35.73,161.18
15,2022-01-30 15:15,38322.00,36510.00,5811.00,5304.00,14.04,19.53,35.73,1.38
15,2022-01-30 15:30,37436.00,36552.00,4803.00,4376.00,14.04,59.10,35.73,-6.04
15,2022-01-30 15:45,36503.00,36458.00,3759.00,3291.00,14.04,90.98,35.73,82.99
16,2022-01-30 16:00,35567.00,35562.00,2730.00,2301.00,60.06,45.31,95.04,-32.66
16,2022-01-30 16:15,34789.00,34554.00,1758.00,1473.00,60.06,56.25,95.04,-19.56
16,2022-01-30 16:30,33993.00,34154.00,913.00,761.00,60.06,131.45,95.04,291.32
16,2022-01-30 16:45,33117.00,33216.00,306.00,261.00,60.06,146.36,95.04,201.57
17,2022-01-30 17:00,32308.00,32321.00,46.00,42.00,171.74,146.32,190.47,-76.71
17,2022-01-30 17:15,31752.00,31610.00,1.00,1.00,171.74,167.89,190.47,20.04
17,2022-01-30 17:30,31248.00,31571.00,0.00,0.00,171.74,211.26,190.47,345.37
17,2022-01-30 17:45,30670.00,30769.00,0.00,0.00,171.74,243.62,190.47,392.54
18,2022-01-30 18:00,30204.00,29805.00,0.00,0.00,158.07,182.95,187.95,298.37
18,2022-01-30 18:15,29694.00,29438.00,0.00,0.00,158.07,211.33,187.95,381.99
18,2022-01-30 18:30,29203.00,28799.00,0.00,0.00,158.07,313.52,187.95,-59.42
18,2022-01-30 18:45,28880.00,27852.00,0.00,0.00,158.07,378.63,187.95,37.12
19,2022-01-30 19:00,28189.00,27345.00,0.00,0.00,163.37,385.75,256.29,69.94
19,2022-01-30 19:15,27517.00,26743.00,0.00,0.00,163.37,328.35,256.29,98.53
19,2022-01-30 19:30,26946.00,26666.00,0.00,0.00,163.37,255.88,256.29,-154.07
19,2022-01-30 19:45,26215.00,26229.00,0.00,0.00,163.37,219.17,256.29,56.39
20,2022-01-30 20:00,25552.00,25244.00,0.00,0.00,157.94,222.51,223.50,310.98
20,2022-01-30 20:15,25006.00,24763.00,0.00,0.00,157.94,259.49,223.50,533.84
20,2022-01-30 20:30,24318.00,24817.00,0.00,0.00,157.94,215.12,223.50,277.83
20,2022-01-30 20:45,23693.00,23981.00,0.00,0.00,157.94,207.03,223.50,278.01
21,2022-01-30 21:00,23113.00,23328.00,0.00,0.00,158.13,222.01,211.14,73.74
21,2022-01-30 21:15,22823.00,22896.00,0.00,0.00,158.13,208.69,211.14,69.67
21,2022-01-30 21:30,22500.00,22390.00,0.00,0.00,158.13,205.27,211.14,73.41
21,2022-01-30 21:45,22224.00,22040.00,0.00,0.00,158.13,196.79,211.14,-18.45
22,2022-01-30 22:00,21478.00,21511.00,0.00,0.00,159.94,214.96,208.50,-13.42
22,2022-01-30 22:15,21315.00,21643.00,0.00,0.00,159.94,205.54,208.50,291.59
22,2022-01-30 22:30,21081.00,21392.00,0.00,0.00,159.94,190.64,208.50,323.41
22,2022-01-30 22:45,21025.00,20985.00,0.00,0.00,159.94,179.43,208.50,326.59
23,2022-01-30 23:00,20895.00,20923.00,0.00,0.00,144.21,198.65,178.58,-53.00
23,2022-01-30 23:15,21010.00,21243.00,0.00,0.00,144.21,194.65,178.58,40.87
23,2022-01-30 23:30,20894.00,21373.00,0.00,0.00,144.21,163.06,178.58,26.36
23,2022-01-30 23:45,20873.00,21629.00,0.00,0.00,144.21,139.69,178.58,-26.19
0,2022-01-31 00:00,21457.00,21760.00,0.00,0.00,122.16,191.48,152.88,0.69
0,2022-01-31 00:15,21603.00,22139.00,0.00,0.00,122.16,140.49,152.88,-42.73
0,2022-01-31 00:30,21848.00,21911.00,0.00,0.00,122.16,118.26,152.88,38.10
0,2022-01-31 00:45,22031.00,22743.00,0.00,0.00,122.16,96.95,152.88,-3.95
1,2022-01-31 01:00,22316.00,22938.00,0.00,0.00,110.17,171.65,142.24,-10.90
1,2022-01-31 01:15,22566.00,23508.00,0.00,0.00,110.17,131.06,142.24,-35.42
1,2022-01-31 01:30,22826.00,24148.00,0.00,0.00,110.17,100.60,142.24,23.24
1,2022-01-31 01:45,23122.00,24441.00,0.00,0.00,110.17,83.89,142.24,12.10
2,2022-01-31 02:00,23445.00,24703.00,0.00,0.00,105.30,139.87,131.61,274.32
2,2022-01-31 02:15,23733.00,24959.00,0.00,0.00,105.30,145.49,131.61,29.41
2,2022-01-31 02:30,24007.00,25392.00,0.00,0.00,105.30,126.40,131.61,87.84
2,2022-01-31 02:45,24241.00,25618.00,0.00,0.00,105.30,101.60,131.61,120.29
3,2022-01-31 03:00,24317.00,25371.00,0.00,0.00,100.00,130.30,114.20,222.80
3,2022-01-31 03:15,24510.00,24807.00,0.00,0.00,100.00,94.73,114.20,237.64
3,2022-01-31 03:30,24669.00,24835.00,0.00,0.00,100.00,95.63,114.20,286.31
3,2022-01-31 03:45,24873.00,24281.00,0.00,0.00,100.00,106.40,114.20,265.03
4,2022-01-31 04:00,25039.00,23724.00,0.00,0.00,100.13,135.52,126.89,261.28
4,2022-01-31 04:15,25104.00,23656.00,0.00,0.00,100.13,129.88,126.89,228.23
